芭蕉根,甘露旱莲汤,治热渴、黄疸、血崩、子宫脱垂、骨折、瘰疠、心悸、血淋
鲤鱼,鲤鱼汤,治水肿胀满、肾炎、乳汁不下、咳嗽气喘
田螺,田螺利水膏,治小便不通、水肿、痔疮、水火烫伤
瓦韦,,治尿路感染、痢疾、咯血、血尿、小儿疳积
紫葳,,治小腹胀痛、产妇头晕、产后吐血、小儿伤食、创伤出血
田字草,,治神经衰弱、小儿肺炎、夜盲症、蛇毒入内
附子,四逆汤,治中风偏废、亡阳虚脱、胃腹冷痛、阳痿、滑精、大便溏泻、阳虚水肿、寒湿骨痛、素体阳虚、胃下垂、病态窦房结综合症、心肌梗塞、手术休克
肉桂,阳和汤,治畏寒肢冷、阳痿、尿频、食少便溏、妇女痛经、血滞经闭、鹤膝风、贴骨疽、支气管哮喘
干姜,三物备急丸,治吐血下血、妊娠呕吐、胃寒泻泄、肺寒咳嗽
吴茱萸,吴茱萸汤,治巅顶头痛、经寒腹痛、呕吐吞酸、寒湿脚气、疝气、阳虚泄泻、脚足痛、口舌生疮
良姜,茴香丸,治胃脘冷痛、气逆呕吐、疟疾、心腹绞痛、妇女月经痛、泥鳅痧症
川椒,大建中汤,治伤寒呕血、寒湿泄泻、肾虚腰痛、皮肤湿疹、虫积腹痛、妇人阴痒、肾结石、胃下垂
胡椒,烧石子茴香散,治胃寒冷痛、小儿遗尿、霍乱吐泻、缺钙抽搐、小肠石淋、哮喘
丁香,豆蔻饮,治胃寒呕吐、食少吐泻、结肠炎、肠粘连、伤寒咳逆、阳痿阴冷、狐臭、年久心痛
小茴香,安肾丸,治寒疝腹痛、胃痛、遗尿、鼻疳、蛔虫病、肾虚腰痛
荜拨,沉香丸,治胃寒呕吐 冷痢 寒疝 腰腹冷痛 月经不调 鼻塞流涕 三叉神经痛 牙痛 冠心病 心绞痛、小便滑数
毕澄茄,毕澄茄丸,治脾胃虚满、寒疝疼痛、噎食不纳、支气管哮喘、胁肋胀满
艾叶,胶艾汤,治妇女宫冷不孕、崩漏下血、功能性子宫出血、吐血衄血、虚寒腹痛、肠炎、尿道炎、膀胱炎、乳腺增生、小儿重症肺炎、黄水疮
荔核,加味疝气方,治肾子肿大、肾绞痛、睾丸肿痛、妇女血气痛
川乌,三建汤,治风湿关节炎 腰腿痛、肩周炎、寒疝、跌打损伤、头风 偏头痛、深部脓肿、脐腹痛、手足癣 手术麻醉
大茴香,苍术难名丹,治脘腹冷痛、小肠气坠、疝气冷痛、大小便秘、风毒湿气、寒湿脚气、膀胱冷气
杜衡,马蹄香散,治风湿痛、跌打损伤、中暑发痧、气管炎哮喘、蛇咬伤
母丁香,小牛黄丸,治胃冷呕逆、小儿冷疳、妇人难产、小儿疝气、目眦生疮
芥子,,治关节炎、伤寒无汗、眉毛脱落、耳聋
竹叶椒,,治胃痛、腹胀痛、感冒头痛、牙痛、无名肿毒
陈皮,平胃散,治脘腹胀痛、脾虚气滞、胃寒气逆、痰湿壅滞、乳痈
枳实,枳术丸,治食积气滞、大便不通、泻痢后重、咳嗽痰多、胸痹疼痛、子宫脱垂、胃下垂
木香,木香槟榔丸,治食积泻痢、下痢脓血、胁肋、胸腹胀痛、寒疝、小肠疝痛、阴茎肿痛、黄疸、消化不良
香附,香苏散,治胸胁胀痛、食积不消、瘟疫、伤寒、乳痈、疝气、疟疾、吐血、妇女月经不调、小儿惊风、偏正头痛、胎动不安、肛门脱出、寻常疣、扁平疣、链霉中毒
乌药,天台乌药散,治寒气胀痛、膀胱冷气、妇女痛经、孕妇水肿、小儿夜尿、腹泻、小便频数、骨节痛、睾丸偏坠、气滞郁结
沉香,沉香天麻汤,治寒凝气滞、胸腹胀痛、阴虚肾亏、呕吐呃逆、痰热、男子精冷
川楝子,金铃子散,治寒疝腹痛、热厥心痛、二便不通、疝气痛、蛔虫腹痛、肋间神经痛
薤白,枳实薤白桂枝汤,治胸痹疼痛、下痢后重、赤痢、鼻渊、妊娠胎动
青皮,截疟七宝饮,治乳痈、乳房肿痛、寒疝腹痛、疟疾、脘腹胀痛
佛手,解郁汤,治胃脘胀痛、胸闷呕吐、臌胀、妇女白带、小儿传染性肝炎
香橼,虎骨木瓜酒,治脾胃气滞、痰多咳嗽、臌胀、饮食不进、关节炎
檀香,苏合香丸,治胃脘、胸腹痛、霍乱、噎膈呕吐、恶毒风肿
甘松,松香丸,治脘腹胀痛、神经性胃痛、寒湿脚气、癔病、神经衰弱、痰眩
玫瑰花,玫瑰饮,治风痹、胸腹胀满、妇女月经不调、更年期精神病、胃炎、神经官能症
九香虫,乌龙丸,治肝胃气痛、肾虚阳痿、胸脘胁痛、胃寒气滞
大腹皮,五皮散,治胸脘胀闷、大小便秘、心腹臌胀、脚气肿痛
梅花,梅花散,治口苦咽干、食欲减退、食道痉挛、麻症、斑疹
枳壳,柴胡达原饮,治胸胁胀痛、大便下血、伤寒、直肠脱垂、子宫脱垂、脏器下垂
木姜子,三品祛风汤,治胆囊炎、胃寒腹痛、关节痛、发痧、风湿麻痹、蚊虫叮咬
粳米,白虎汤,治霍乱吐泻、胎儿初生无皮、胃气不舒、咳嗽痰多
桔核,桔核丸,治睾丸肿胀、阴囊肿大、乳腺炎、酒?鼻
韭菜,韭汁牛乳饮,治遗精梦泄、吐血、尿血、反胃噎膈、过敏性紫癜、金疮出血
大豆,大海芹柿汤,治黄疸、耳源性晕眩、自汗盗汗、消化不良、高血压
小米,安胎止痛汤,治呕逆反胃、汤火灼伤、五心烦热、妊娠坠下、虚汗不止
猕猴桃,四物利胆汤,治湿热黄疸、偏坠、风湿关节痛、消化不良
腊梅花,腊梅解毒汤,治扁桃体炎、急性结膜炎、乳癣、暑热、烫伤、小儿痘疹
柿蒂,丁香柿蒂汤,治胃寒、胃热、气虚呃逆、痰浊内阻、元气暴脱、百日咳
刀豆,刀豆止咳汤,治虚寒呃逆、百日咳、坐板疮、腰痛、妇女痛经
香樟树,,治急性肠炎、湿气脚肿、面黄虚肿、内伤肿痛、虫牙痛
板栗,,治肾虚腰痛、小儿行迟、难产、瘰疠、牙痛、久痢不止
隔山香,,治咳嗽吐血、疝气、感冒、头晕头痛、妇女月经不通、毒蛇咬伤
东风菜,,治风湿腰痛、四肢麻木、发痧腹胀、毒蛇咬伤
野蔷薇花,,治中暑烦渴、消化不良、口腔糜烂、烫火伤
莱菔子,保和丸,治各种食积、咳嗽气喘、痢疾、风秘、气秘、风头痛、偏头痛、肠梗阻、气管炎
山楂,健脾丸,治各种食积、产后腹痛、小儿乳积、疝气、痢疾、高血脂、冠心病、妇女闭经、痛经、老人腰腿痛、高血压、血清胆固醇过高症
鸡内金,鸡肶胵散,治消化不良、吞酸纳减、小儿遗尿、肾瘠白浊、小儿厌食症、小便滑数、胆结石、泌尿系结石、萎缩性胃炎、腹泻
麦芽,枳实消痞丸,治食积腹胀、食欲不振、婴儿回乳、小儿厌食症、乳腺增生、胆固醇增高症、预防乙肝
神曲,枳实导滞丸,治消化不良、胃柿石症、时暑暴泻、休息痢、食欲减退、产生瘀血
谷芽,健脾思食汤,治食积、消化不良、泄泻、小儿厌食症、慢性肝炎
阿魏,沉香丸,治气积、肉积、小儿食积、血积、腹中痞块
葛花,葛花解醒汤,治饮酒太过、呕血吐血、小便不利
莱菔根,瞑眩膏,治食积吐泻、咳嗽喘满、肺结核咯血、痰热喉闭、砂石淋
隔山消,鹤星消食丸,治食积腹水、气膈噎食、腹痛胃痛、白浊、白带、小儿疳积
合萌,合萌散,治泌尿系感染、血淋、夜盲症、脱肛、阴门肿痛、小儿疮疖、吹乳
算盘子,分经解热汤,治小儿消化不良、急性肠炎、腹痛腹泻、肠风脱肛、疟疾、淋巴结核、睾丸炎
铁扫帚,,治小儿疳积、水泻、痢疾、牙疳、夜盲、伤口不收
珍珠草,,治小儿疳积、赤白痢疾、感冒、肝炎、夜盲症、竹叶青蛇咬伤
使君子,肥儿丸,治小儿疳蛔、疳积、心腹膨胀、黄病、嗜食异物
苦楝皮,万应丸,治蛔虫、钩虫、蛲虫病，瘘疮、香港脚、痢疾、肛门瘙痒、虫积便秘
槟榔,鸡鸣散,治绦虫病、肠道寄生虫病、食积、脚气、水肿、疟疾、痢疾、二便不通
鹤虱,化虫丸,治小儿虫积、蛔虫、绦虫病、咽喉肿痛
芜荑,集效丸,治虫积腹痛、久痢脱肛、冷气、妇女崩漏、血淋
南瓜子,驱绦汤,治绦虫、蛔虫、血吸虫病、营养不良
雷丸,竹苓安蛔汤,治丝虫、钩虫、蛔虫病、皮肤隐疹、小儿惊啼、虫积腹痛
榧子,八味槟榔丸,治蛔虫、钩虫、绦虫、丝虫病、肝吸虫病、肠道寄生虫病、干咳少痰
黄花蒿,黄荆退热汤,治急性肝炎、淋巴管炎、肺痨、小儿发热、皮肤湿疹
石榴根皮,石榴驱虫汤,治蛔虫、绦虫、蛲虫、寸白虫、小儿乳积、妇女外阴瘙痒、肠炎、银屑病、肾结石
大蒜,青娥丸,治蛲虫、钩虫病，疟疾、便秘、头晕、百日咳、痈肿、疮毒、尿潴留、急性阑尾炎、阳痿、腰痛
醉鱼草,八味蛇药,治钩虫病、痄腮、气管炎、哮喘、鱼子中毒、鱼骨鲠喉、毒蛇咬伤
博落回,霸王解毒散,治钩虫病、骨痈、便秘、黄癣、恶疮、白癜风
土大黄,抗痨止血汤,治疥疮、癞癣、腮腺炎、痨伤吐血、热咳、咯血
山蚂蟥,,治乳痈溃烂、麻疹、疳积、风热火眼、胞衣不下
土荆芥,,治钩虫、蛔虫、绦虫病、头虱、湿疹、荨麻疹、脱肛、子宫脱垂
地榆,清热止崩汤,治血痢、便血、紫癜、肠痈、妇女血崩、白带、刀伤出血、水火烫伤、胃出血、痢疾、宫颈糜烂
白芨,,白芨枇杷丸、治胃痛、上消化道出血、痔疮、劳嗽咯血、产后伤脬、疮疖痈肿、呕血、衄血、结肠炎、心气痛
三七,月华丸,治血痢、便血、崩漏下血、血热吐血、劳嗽咳血、瘀血肿痛、刀伤收口、跌打损伤
蒲黄,失笑散,治吐血、衄血、崩漏下血、外伤出血、瘀血经闭、产后血晕、跌打损伤、重舌、口疮、冠心病、心绞痛
茜草,固冲汤,治热性出血、血虚出血、瘀血经闭、功能性子宫出血、荨麻疹
侧柏叶,柏叶汤,治鼻衄、尿血、吐血下血、深部脓肿、百日咳、历节风痛、斑秃、脂溢性脱发、肺热干咳
苎麻根,升白冲剂2号,治淋症尿血、吐血、跌打闪挫、小便不通、先兆流产、习惯性流产、白细胞减少症
槐花,槐花散,治便血、痔血、吐血、衄血、赤白痢疾、高血压
槐实,韭子丸,治便血、尿血、鼻衄、血痢、崩漏下血、头痛目赤、痔疮肿痛
仙鹤草,清肝滋肾凉化汤,治便血、吐血、崩漏下血、贫血、鼻出血、跌伤红肿、过敏性紫癜、支气管炎咳嗽、肺癌、肝癌、胃癌、食道癌、骨肿瘤、白细胞减少症、痢疾
血余炭,五淋散,治吐血、衄血、诸窍出血、上消化道出血、溃疡病出血、石淋、小便不利
花蕊石,止血散,治吐血、咳血、上消化道出血、痔核、肛裂、障翳、瘀肿疼痛
伏龙肝,黄土汤,治便血、妇人血露、妊娠恶阻、胃出血、呕吐、久泻
海螵蛸,白粉散,治血崩 大便下血、肠风下血 外伤出血 胃痛吐酸 下肢溃疡，胃 十二指肠溃疡 白带过多 口腔出血
莲房,六神汤,治妇女血崩、小便血淋、痔疮、消渴
鸡冠花,止崩汤,治下血脱肛、崩漏不止、白浊、赤白带、菌痢、青光眼
瓦松,玉女妙,治大便出血、急性肝炎、汤炎灼伤、月经不调、狂犬咬伤、产后诸虚
海蚌含珠,六鲜清痢汤,治吐血、衄血、便血、子宫出血、痢疾、疳积、咳嗽带血
蛇莓草,二草止痢汤,治红斑狼疮、蛇头疮、阑尾炎、扁桃腺炎、闭经、脱肛，黄藤、磷砒中毒，蛇咬伤
降香,七宝散,治气滞血瘀、呕吐腹痛、外伤出血、胸痹痛、跌扑伤痛
白胶香,小金丹,治吐血衄血、瘰疠恶疮、疥癣、下疳、腰膝痛、大便不通、流注、痰核、附骨疽
荠菜,葶苈大丸,治产后瘀血、内伤吐血、脱肛、眼痛、脚气痛、肾炎、乳糜尿、高血压、黄疸
一支蒿,一首黄散,治风湿痛、头风头痛、重伤痛、腹中痞块、毒蛇咬伤、消化道出血
小蓟,小蓟饮子,治呕血吐血、咯血、肺结核、肾炎、血淋、神经衰弱
荔枝草,荔枝百草散,治痔疮、便毒、乳痈初起、赤白痢疾、小儿急惊
白屈菜,白益蜜浸膏,治肠胃疼痛、黄疸水肿、顽癣、胃、十二指肠溃疡
天仙子,八神散,治风痹厥痛、赤白痢疾、年久咳嗽、五癫、骨髓冷痛
藕节,九味化瘀汤,治肺结核咳血、大便下血、吐血、鼻衄、过敏性紫癜
白药子,白药散,治衄血、汗血、肝硬化腹水、胎动不安、咽喉不利
红药子,红药汤,治吐血、衄血、便血、产后血运、肺炎、支气管炎、月经不调
荞麦三七,荞麦三七散,治行经腹痛、痢疾便血、烧伤、跌打损伤、自汗盗汗
祖师麻,加减四君子汤,治风湿痹痛、腰腿痛、心胃痛
〓木,〓花止痢汤,治肺结核咳血、便血、痢疾、产后恶露不尽、鼻血不止、妇女血崩、男子遗精
羊蹄,羊蹄麦冬汤,治吐血、便血、子宫功能性出血、湿热黄疸、红眼、便秘
大蓟,十灰散,治吐血、咯血、衄血、尿血、鼻衄、肠痈、崩中漏下、颈项结核
茉莉花,加味白头翁汤,治阴道炎、赤白带下、支气管扩张咯血、前列腺肥大、鼻炎、龋齿、头顶痛、赤痢
紫珠,紫白延胡汤,治上消化道出血、大便下血、鼻出血、崩漏下血
棕榈炭,棕灰散,治鼻衄、血崩、水肿、流注、梅毒、睾丸肿大、久泻久痢、关节痛、蛔虫病、妊娠下血
马蔺子,马蔺散,治鼻衄吐血、月经过多、咽喉肿痛、水痢、骨结核
山矾,山姜合剂,治鼻渊、腹泻、风湿腰痛、小儿消渴、肝脏病
百草霜,肠肛良方,治痔疮出血、吐血、大便下血、崩漏出血、血痢、小儿食积、产后大出血、咽喉口舌生疮、肠出血、子宫出血
断血流,,治肝炎、胆囊炎、结膜炎、各种出血、烂头疔、感冒寒热、狂犬咬伤
雪胆,,治胃痛、腹痛、咽喉痛、牙龈肿痛、痢疾、肠炎、气管炎、扁桃腺炎
地雷,地雷消炎汤,治腹痛、胃痛、外伤痛、肌肉痛、气管炎、坠伤、腮腺炎
菊叶三七,,治乳痈肿痛、喉蛾、经闭、咳血、吐血、跌打损伤、大骨节病
爬山虎,,治风湿关节炎、半身不遂、偏头痛、筋骨痛、便血
川芎,补阳还五汤,治妊娠腹痛、胁痛、头痛、胸痛、风湿痹痛、产后心腹痛、三叉神经痛、经闭腹痛、月经不调、中风、痈疽脓肿
丹参,活血效灵丹,治中风偏瘫、心烦心悸、痛经闭经、风湿痹痛、乳房肿痛、痈肿疮毒、冠心病、心绞痛、高脂血症、肝炎、肾炎、外伤性颅内血肿、肝脾肿大、子宫出血
益母草,归母汤,治痛经、闭经、难产、胞衣不下、浮肿、肾炎水肿、急性静脉炎、新生儿溶血症，抗早孕
茺蔚子,益母祛风汤,治老年白内障、子宫脱垂、产后血气痛、偏头痛、高血压
红花,复元活血汤,治经闭腹痛、产后血晕、症瘕痞块、难产死胎、跌打损伤、痈疽疮毒、麻疹夹斑、?耳、冠心病、溃疡病、鸡眼、早搏
牛膝,血府逐瘀汤,治月经不调、痛经、闭经、难产、胞衣不下、吐衄出血、跌扑损伤、牙龈出血、半身不遂、喉痹、乳蛾、风湿痹痛、鹤膝风、关节肿痛、血淋、腰膝酸痛
郁金,利胆和胃汤,治胸胁痛、经行腹痛、倒经、肝脾肿大、吐血、衄血、尿血、黄疸肝炎、胆石症、肠梗阻、高热、癫痫、冠心病
延胡,安中散,治胃炎、胃溃疡、胸痛、疝气痛、偏正头痛、产后瘀阻、跌打损伤、慢性气管炎、肠胀气
莪术,固元补虚丸,治血滞经闭、产后瘀阻、肝脾肿大、宫外孕、霍乱食积、心腹痛、滑泄、气管炎哮喘、妊娠蜕膜残留、尿路结石
泽兰,化瘀祛斑汤,治经闭、痛经、跌打损伤、痈肿、倒经、产后小便不利、浮肿
桃仁,桃仁承气汤,治闭经、痛经、疟疾、胸膈痞满、产后恶露不尽、经期癫狂、跌打损伤、腰椎结核、津亏便秘、肺痈、肠痈、高血压、肝炎
苏木,破血汤,治经闭、痛经、产后血晕、气滞、月经不通、跌打损伤、撞击伤目
凌宵花,,紫红活血汤、治闭经、腹痛、疟母、肝脾肿大、皮肤湿癣、风疹、腰膝肿痛
月季花,花香益母汤,治月经不调、腹痛、瘰疠疮毒、脚膝肿痛
鸡血藤,通阻1号,治血虚、月经不调、风湿痹痛、跌打损伤、产后身痛、骨殖增生、坐骨神经痛、白细胞减少症
刘寄奴,通阻2号,治瘀血经闭、白带、跌打肿痛、创伤化脓、腰痛、腹内虫痛、虫〓口烂、崩漏、溃疡性结肠炎、尿闭不通、烧伤
王不留行,消结坚,治经闭、痛经、乳汁不下、乳腺增生、乳痈、逆生难产、小便淋漓、血淋、泌尿系结石、子宫肌瘤、颈淋巴结核、大出血
姜黄,中满分消丸,治胸胁痛、经闭 月经不调 各种心痛 风湿肩臂痛 胃炎 胆囊炎 黄疸 呕吐 二便不利 跌打损伤
五灵脂,小金丹,治胃脘胁肋痛、肺胀、经闭痛经、产后瘀阻、骨折、崩漏、冠心病、心绞痛、目生浮翳
乳香,温补药,治心腹诸痛 关节痛 胃脘痛 闭经 痛经 瘰疠 痰核 痈疽疮疡 热毒红肿 跌扑损伤 指头炎、乳腺炎
没药,紫金丸,治痛经、闭经、宫外孕、产后血晕、心腹诸痛、疮疡破溃、瘰疠痰核、肺痈、肠痈、腰脊冷痛
自然铜,硇砂丸,治跌打损伤、筋骨折伤、闪腰岔气，烧、烫伤，头风头痛、皮肤瘙痒
干漆,地黄丸,治经闭症瘕、胞衣不下、吐泻腹痛、五劳七伤、麻风、虫积腹痛、脑囊虫病
三棱,净府汤,治经闭腹痛、肝炎肝癌、宫外孕、肝脾肿大、虫积
水蛭,抵当丸,治瘀血经闭、产后恶露、中风瘫痪、跌打损伤、顽癣、乳腺增生、外伤瘀血
银杏叶,银黄脑康液,治中风后遗症、冠心病心绞痛、血清胆固醇过高症、小儿肠炎
瓦楞子,舒胃散,治临经阵痛、症瘕、顽痰结聚、胃痛，胃、十二指肠溃疡，瘿瘤
穿山甲,仙方活命饮,治乳汁不通、症瘕、瘰疠、痈肿、附骨疽、中风偏废、风湿痹痛
皂角刺,透脓散,治痈疽肿毒、乳痈、乳汁不通、痔疮、湿疹、麻风疥癣
鬼箭羽,参芪通阻汤,治月经不通、产后脐腹痛、关节痛、腰痛、头痛、全身痛痒、动脉粥样硬化
狼毒,消斑膏1号,治食积、痰积、虫积、气积、疥癣癞疮、淋巴结核、睾丸结核、附骨疽、外阴白色病变
天仙藤,天仙藤散,治肝炎、痢疾、孕妇水肿、症瘕、疝气、毒蛇咬伤、胸脘痞满
蜣螂虫,千金龙胆汤,治肝脾肿大、跌打损伤、肠梗阻、脱肛、膀胱、尿道结石，大小便闭、小儿脐风
马鞭草,风颈白鱼汤,治经闭、痛经、症癜、跌打损伤、外痔、痈肿、湿疮、盆腔炎、阴肿、伤寒、痢疾、白喉、尿路感染、牙龈肿痛
凤仙花,阳和解凝膏,治风湿痛、跌伤筋骨、哮喘、妇女白带、毒蛇咬伤、瘰疠痰核
预知子,预知子丸,治子宫脱垂、淋巴结核、疝气、阴部湿痒、输尿管结石、咳嗽吐痰
大血藤,血藤蒲黄汤,治血崩、经闭、贫血、腹痛、阑尾炎、关节炎、钩虫病、跌打损伤
两面针,细辛金牛散,治多种痛证、对口疮、带状疱疹、风湿骨痛、腰脊劳损、跌打瘀积
毛冬青,水火合剂,治脉管炎、脑血栓形成、肺热喘咳、慢性盆腔炎、烫火伤
水龙骨,清热止咳膏,治风湿骨痛、跌打损伤、背痛、肩周炎、百日咳、小儿惊风、尿路感染
天名精,地菘三白汤,治口眼歪邪、急性肾炎、疮疡肿毒、病毒性肝炎
薯莨,脉通汤,治月经不调、产后恶露不尽、瘀血停滞、崩漏、跌打损伤、出血性紫癜、痢疾、疮疖、血栓性静脉炎
〓虫,柴胡细辛汤,治经闭症瘕、产妇腹痛、盆腔瘀血、筋骨折伤、脑震荡、脑挫伤
酒,,治风湿痹痛、胸痹绞痛、肝热目赤、口舌生疮、耳聋
醋,,治症瘕、积聚、产后血晕、疝气、肝炎、痈肿、黄汗病、粉刺
穿破石,,治肺结核、风湿痹痛、下肢流火、肝炎、肾虚耳鸣
蒴〓,,治打伤出血、赤白带下、痈肿、打伤扭筋、慢性气管炎
竹节人参,,治虚劳、腰痛、心胃痛、筋骨痛、跌打损伤、吐血、鼻出血
金雀根,,治妇女月经不调、白带、关节风痛、高血压
红毛七,治月经不调,经期腹痛、扁桃腺炎、外痔
铺地蜈蚣,,治梦遗失精、跌打损伤、痈肿
虻虫,大黄〓虫丸,治太阳病、月经不通、肿痛、踠折瘀血
半夏,半夏泻心汤,治湿痰咳嗽、呕吐反胃、虚冷便秘、咽喉痛、失眠、妊娠呕吐、心肌炎、外伤出血
天南星,玉真散,治中风痰壅、晕眩、喉闭、顽痰、破伤风、皮肤瘤、高脂血症
胆星,抱龙丸,治肺热咳嗽、痰热惊风、百日咳、痰迷、痰涎喘急
桔梗,杏苏散,治风热咳嗽、咽喉肿痛、肺痈、伤寒、痰阻、牙疳、头痛
旋复花,旋复代赭汤,治痰壅咳喘、痰湿内阻、积年上气、头目眩胀、乳岩、乳痈
白附子,牵正散,治中风面瘫、口眼歪邪、痰厥头痛、抽搐呕吐、湿疹瘙痒、破伤风
白芥子,三子养亲汤,治寒痰咳嗽 咳喘胸痛 关节不利 鹤膝风 脚气 骨结核 脉管炎 跌打损伤 扁平疣、哮喘、百日咳
皂英,桂枝去芍药加皂荚汤,治湿痰喘咳、头疮、眉癣、癣疮、高脂血症、肥胖症、中风昏迷
白前,止咳散,治痰多咳嗽、久咳吐血、腹泻、淋闭、骨折、背花
蔊菜,蔊黄消炎散,治咳嗽、咽喉痛、黄疸、麻疹、背疽、乳痈、鼻窦炎
银杏,定喘汤,治哮喘痰咳、下元虚损、湿热带下、淋病、小儿尿床、皮肤不白
果上叶,,治百日咳、肺痨咳嗽、肺结核、脑震荡、小儿惊风、梦遗
猴枣,,治大便下血、?耳、痰热急惊、高血压、紫癜风
前胡,败毒散,治风热咳嗽、喘促、头痛、外感风寒
栝楼,清气化痰丸,治痰热燥咳、乳痈、肺痿吐血、便秘、乳腺增生、冠心病、闭经
浙贝母,小儿回春丹,治肺痈咳嗽、感冒咳嗽、肺热燥、阴虚劳咳、肺痿、痈肿、瘰疠、乳房炎
葶苈子,葶苈大枣汤,治痰饮咳喘、二便不利、支气管扩张、肺结核、气胸、肾炎水肿、牙本质过敏
竹沥,茯苓汤,治中风痰迷、肺热痰咳、小儿惊风、妊娠子烦
竹茹,桔皮竹茹汤,治痰热咳嗽、中风痰迷、妊娠恶阻、哮喘、胃虚呕逆、黄泡疮、胸闷呕吐
礞石,礞石滚痰丸,治各种痰证、气逆喘咳、食积、妇人食症、颈结核
胖大海,海冰散,治咳嗽、失音、咽痛、便秘、便血、中耳炎
海浮石,海藻消瘿汤,治咳嗽、痰喘、消渴、瘰疠、小肠气、老年慢性气管炎、甲状腺瘤
海蛤壳,内消瘰疠丸,治咳嗽胸痛、瘰疠痰核、淋巴结核、外阴炎、外阴溃疡、伤寒、湿热水肿
海藻,海藻玉壶汤,治瘰疠结核、瘿瘤、淋巴结核、水肿脚气、石瘿、气瘿、蛋白尿、甲状腺瘤
海蜇,乌芋海蜇汤,治瘰疠痰核、支气管炎、淋巴结核、痰热咳嗽、脚气、鹅掌风
荸荠,松肌透表汤,治热病烦渴、支气管炎、痰热咳嗽、高血压、牛皮癣、目赤肿痛
梨,五汁饮,治温病口渴、痰热中风、干咳无痰、哮喘、贫血
天竺黄,安魂定惊丸,治高热喘咳、痰热中风、惊风、鼻衄、小儿夜啼、目赤眼红
白菖,,治惊悸健忘、消化不良、痈肿初起
铁包金,,治肺痨久咳、肺结核、疳积、胃脘痛、精神病
杏仁,桑杏汤,治咳嗽痰多、肠燥便秘、肺寒咳嗽、咳嗽气喘、湿温初起、大便秘结、胃痛
百部,天冬合剂,治肺痿久咳、伤风咳嗽、肺结核、百日咳、牛皮癣、疥疮、牛皮癣、蛔虫、蛲虫病
紫菀,鹿茸丸,治肺痿劳咳、外感咳嗽、妊娠咳嗽、痰中带血、久咳
款冬花,九仙散,治肺痈咳嗽、寒饮咳喘、暴咳、久咳不愈
苏子,苏子降气汤,治咳嗽痰逆、消渴、痰喘、风寒湿痹、肠燥便秘
桑白皮,泻肺饮,治气急喘嗽、慢性气管炎、糖尿病、小便不利、产后高热、目痛、梦遗
枇杷叶,清燥救肺汤,治肺热咳喘、百日咳、久咳不愈、胃热呕吐、声音嘶哑、脑漏、小儿吐乳
马兜铃,补肺阿胶汤,治肺热喘咳、咳嗽气喘、小儿气喘
洋金花,走马茴香丸,治哮喘、喘咳、各种风痛、小儿慢惊
南天竹,支扩成方,治感冒咳嗽、小儿天哮、肝炎、胃肠炎、尿路感染、下疳溃烂
百合,养肺活血方,治支气管扩张、肺热久咳、萎缩性胃炎、胃痛、癔病瘫痪、癫狂、百合病、神经衰弱
兰香草,兰香止咳膏,治慢性气管炎、产后瘀痛、感冒头痛
千日红,千金蝉花汤,治支气管炎、哮喘、百日咳、小儿夜啼、头风头痛
瓜子金,金锁消炎汤,治咳嗽哮喘、扁桃体炎、食积、疳积、心悸失眠、闭经、头痛、脱布癫、骨髓炎、骨结核
胡颓子叶,清肺平喘汤,治肺寒咳喘、气喘咳嗽、支气管哮喘、慢性气管炎、肺结核咯血
白毛夏枯草,白花牡蛎汤,治肺热咳嗽、咽喉肿痛、阑尾炎、淋巴结核、高血压、痈肿疮毒、甲状腺肿大
鼠曲草,焚香透膈散,治各型咳嗽、支气管炎、寒喘、蚕豆病、妇女白带
百两金,,治肺病咳嗽、扁桃体炎、睾丸肿痛、陈年腰痛、肾炎水肿
荠苧,,治肺热咳嗽、痰热壅肺、咽喉肿痛、咳血、便血、紫癜、肾炎水肿、阴道炎
吉祥草,,治虚弱干咳、妇女干病、急惊风、跌打损伤
朱砂,朱砂安神丸,治惊悸失眠、喜怒无常、癫痫、咽喉痛、产后癫狂、口舌生疮
龙骨,柴胡龙骨牡蛎汤,治神志不宁、心悸失眠、遗精、滑精、癫狂、健忘、血崩、出血、泻痢、头晕目眩、耳烂、自汗、盗汗
牡蛎,大定风珠,治中风偏瘫、心神不安、眩晕、遗精滑精、自汗盗汗、肝脾肿大、瘰疠痰核、胃酸过多
铁落,生铁落饮,治暴怒发狂、癫狂、贼风流动、小儿赤丹、狐臭
紫贝,紫贝散,治小便尿血、目热生翳、小儿痘疹入目
黑铅,黑锡丹,治心神不宁、下元虚冷、水肿、小便不通、痰饮神昏、冷疔
紫石英,五石黄芪丸,治心悸怔忡、眩晕、热瘫、宫冷不孕、咳逆上气
磁石,磁朱丸,治心悸失眠、肝肾阴虚、耳鸣耳聋、肾虚气逆、子宫不收
琥珀,定痫丸,治癫痫、惊风、健忘、中风后遗症、经闭症瘕、产后恶露不尽、月经不通、血淋
珍珠,牛黄生肌散,治癫痫、高热惊抽、急慢惊风，目赤翳障、喉痹、小儿夜啼、口疳、牙疳、手足皲裂、疮疡肿毒
酸枣仁,酸枣仁汤,治虚烦不眠 不眠嗜睡 健忘 盗汗 子时胃痛 子时发热 不射精症、水火烫伤、体虚多汗、梦游症
柏子仁,柏子养心丸,治惊悸失眠、夜多怪梦、闭经、虚汗、盗汗、便秘
